utterance	output
发短信给张三的186的号码我今天请他吃饭	[IN:SEND 发短信给[SL:NAME 张三]的[SL:HEADNUM 186]的号码[SL:CONTENT 我今天请他吃饭]]
红薯粉的做法，了。	[IN:QUERY [SL:INGREDIENT 红薯粉]的做法，了。]
怎么坐车去广州？	[IN:QUERY 怎么坐车去[SL:DEST 广州]？]
喂我想看电影喂	[IN:QUERY 喂我想看[SL:CATEGORY 电影]喂]
ok好，来首李白的诗词。	[IN:QUERY ok好，来首[SL:AUTHOR 李白]的诗词。]
文艺片	[IN:QUERY [SL:TAG 文艺][SL:CATEGORY 片]]
四川卫视频道的节目单	[IN:QUERY [SL:TVCHANNEL 四川卫视]频道的节目单]
查一下最近有什么电影？	[IN:QUERY 查一下最近有什么电影？]
最近好看的小说	[IN:QUERY 最近[SL:POPULARITY 好看]的小说]
查最近的电影。	[IN:QUERY 查最近的电影。]
替我打开新邮件	[IN:LAUNCH 替我打开新邮件]
西昌到成都的航班	[IN:QUERY [SL:STARTLOC_AREA 西昌]到[SL:ENDLOC_CITY 成都]的航班]
情债	[IN:QUERY [SL:NAME 情债]]
吉林电视台	[IN:PLAY [SL:NAME 吉林电视台]]
八月十一日从厦门飞往上海的航班	[IN:QUERY [SL:STARTDATE_DATE 八月十一日]从[SL:STARTLOC_CITY 厦门]飞往[SL:ENDLOC_CITY 上海]的航班]
做面包的配方。	[IN:QUERY 做[SL:DISHNAME 面包]的配方。]
草虾尾怎样做。	[IN:QUERY 草[SL:INGREDIENT 虾尾]怎样做。]
上海到淮安的飞机	[IN:QUERY [SL:STARTLOC_CITY 上海]到[SL:ENDLOC_CITY 淮安]的飞机]
广州去昆明的火车	[IN:QUERY [SL:STARTLOC_CITY 广州]去[SL:ENDLOC_CITY 昆明]的火车]
给蛋炒饭怎么做？	[IN:QUERY 给[SL:DISHNAME 蛋炒饭]怎么做？]
宁乡到长沙怎么走	[IN:ROUTE [SL:STARTLOC_AREA 宁乡]到[SL:ENDLOC_CITY 长沙]怎么走]
铁板烧怎么做？	[IN:QUERY [SL:DISHNAME 铁板烧]怎么做？]
来一个选秀节目	[IN:QUERY 来一个[SL:TAG 选秀][SL:CATEGORY 节目]]
打豆浆剩下的豆渣怎样做，好吃？	[IN:QUERY 打豆浆剩下的[SL:INGREDIENT 豆渣]怎样做，好吃？]
冰糖葫芦怎么做？你？女子。	[IN:QUERY [SL:DISHNAME 冰糖葫芦]怎么做？你？女子。]
搜索腊梅。	[IN:QUERY 搜索[SL:NAME 腊梅]。]
我看看现在的最新新闻是什么？	[IN:PLAY 我看看[SL:DATETIME_TIME 现在]的[SL:KEYWORD 最新]新闻是什么？]
我正在睡觉用英语怎么说	[IN:TRANSLATION [SL:CONTENT 我正在睡觉]用[SL:TARGET 英语]怎么说]
你知道现在广东卫视在演什么吗？	[IN:QUERY 你知道[SL:DATETIME_TIME 现在][SL:TVCHANNEL 广东卫视]在演什么吗？]
辣酸菜鱼怎么做了。	[IN:QUERY [SL:DISHNAME 辣酸菜][SL:INGREDIENT 鱼]怎么做了。]
福尔摩斯探案集	[IN:QUERY [SL:NAME 福尔摩斯探案集]]
